870	vos ne l’avrois mie por nient. 	vo' non l’arete passo per niente: 	889
871|872	Nos ¡ morrons |ançois tuit 	noi ci moremo in prima tutti 	890
873	que vos l’enportois. — 	che voi ne l portiate! 	891
874|875	A morir, |fet il, 	—Al morire ne siete voi venuti, 	892
876|877	en estes donc tuit, |puis que a mains ne vos en volés soffrir !» 	poscia che a meno non ne potete sofferireb. 	893
878	Si saut dedens les prones 	i salta di dentro les prone, 	894
879	et il li corent sus, 	ed e' gli corrono suso, 	895
880	kar arrieres le cuident fere sailir por poor de morir; 	ch’a terra il credono frattire per paura di morire, 	896
881	si le fierent par la ou il le pueent ataindre 	si 'l fegono per là |ov’elli il possono agiugnere. 	897|898
882	et il ot el poing l’espee nue ; 	Ed elli ebbe impugnata la spada ignuda, 	899
883	si lor done grans cops et pesans 	si lor dona gran colpi e pesanti, 	900
884|885	et fiert le premier |qu’il encontre si durement 	e fiede el primaio si duramente 	901
886	que por le hialme ne por la coife de fer ne remaint 	che per l’elmo né per la cuffia del ferro non rimane 	902
887	qu’il ne li mete l’espee jusqu’al test; 	che non gli metta la spada insin qua alla testa, 	903
888	et il le hurte de soi, 	ed elli il percuote di sé medesimo, 	904
889	Si l’abat a terre. 	si-llo abatte a terra. 	905
890	Et lors saillent molt irieement tuit li autre, 	Allor salgono molto adiratamente tutti gli altri, 	906
891	si depiecent son escu et son hialme et son hauberc et le blecent en pluisors lieus. 	si gli dispezano suo scudo e suo elmo, |e suo asbergo gli falsano in più luogora, 	907|908
892	Mais il ne li chaut de rien 	ma e' non gli è a nulla 	909
893	qu’il li facent, 	che gli facciano, 	910
894	kar tant est dolens que nus plus; 	ch’atanto est dolente che nullo più. 	911
895|896	si lor laisse corre par grant ire |et lor done de l’espee si grans cops 	Si lor lascia corere si gran colpi 	912
897	que tos les fet guenchir avant lui. 	che tutti gli fa ischencire davanti lui. 	913
898	Et lors esgarde celui des IllI. 	Allora avisa que' de' quatro 	914
899	qui plus li faisoit mal 	che più gli faceva male a suo aviso, 	915
900	et cil estoit molt grans et molt fors; 	e quegli era molto grande e molto forte; 	916
901	et Lancelos 	e Lancellotto, 	917
902	qui le vient ataignant 	che viene agiugnendo, 	918
903	li done par mi le hialme si grant cop 		
904|905	qu’il en fet le feu saillir, |et l’espee glace 	si l fiede si gran colpo 	919
906	qui de droit ne fu pas ferue. 	che n diritto non fu passo fedito, 	920
907	si descent desus la senestre espaule.	si gli discende sopra la sinistra spalla. 	921
908|909	Li cops fu grans et par ire ferus, |et bien i parut 	ll colpo fu grande e per ira fedito e bene aparve 	922
910	que l’espee cola par mi l’espaule a al chevalier, 	che-lla spada colò per me' la spalla del cavaliere, 	923
911	si que li bras a tote l’espaule chiet desus le pavement. 	sicché la spalla con tutto il braccio |cadde di sopra lo smalto, 	924|925
		ed e' trabocca a terra, si spasima . 	926
		faceva facevano della angoscia che sente. 	927
912	Et lors sont molt esmaié li autre troi, 	Allora sono molto ismagati tutti gli altri tre, 	928
913	si font molt malvés samblant d’els deffendre por le grant cop 	si si fanno malvagio sembianti |di difendere per lo gran colpo 	929|930
914	qu’il ont veu et por l’espee 	ch’egli ànno veduto |e per la spada 	931|932
915	que chescuns d’els a ja sentie jusqu’al sanc. 	ch’egli ànno sentita insin qua alle carni. 	933
916	Et Lancelos lor cort sus 	E Lancellotto, |ch’unque non si rimuove, 	934|935
917	et en fiert I. el hialme 	lor corre suso |e ne fiede l’uno a monte ne l’elmo sì gran colpo 	936|937
918	si qu’il le fet flatir a terre d’ambesdeus les paumes. 	ch’elli il fa frattire a terra d’amendune le palme. 	938
919	Et quant li autre dui voient ce, 	ME quando gli altri due vidono ciò, 	939
920	si tornent en fuies vers l’uis a garison; 	si tornarono inverso |per fuggire a guarigione, 	940|941
921	et Lancelos vint ataignant le deerrain, 	e Lancellotto viene agiugnendo il di dietro, 	942
922	si le fiert par entre l’escu et le bras 	si l fiede intra lo scudo e l braccio, 	943
923	si qu’il li trenche le poing 	sicché gli trinca il pugno 	944
924	et li escus chiet a terre, 	e lo scudo cade a terra, 	945
925	et cil torne en fuies 	e que' torna in fuga 	946
926	qui maheignié se sent. 	che magagnato si sente. 	947
927	Et Lancelos vient a l’autre 	E Lancellotto ritorna a l’altro 	948
928	qui ja se relevoit, 	che si rilevava, 	949
929	sel fiert de l’espee si grant cop 	si l fiede della spada si gran colpo 	950
930	qu’il li fet le hialme voler en la place. 	che gli fa l’elmo volare nella piaza; 	951
931	Et quant cil sent son chief nu, 	e quando que' sente suo capo ignudo, 	952
932	si cria merci 	sì grida mercé 	953
933	et dist 	e dice 	954
934	qu’il ne l’ocie pas, 	che non l’uccida passo, 	955
935|936	kar il est pres de sa volenté fere. « |Or te covient donc, 	ch’egli è presto di sua volontà fare. vOr ti conviene dunque giurare, 	956
937	fet Lancelos, 	disse Lancellotto, 	957
938|939	fiancer |que tu le cors mon seignor Galehout conduiras a la Dolerose Garde 	che tu il corpo di monsignosr Galeotto conducerai alla Dolorosa Guardia; 	958
940	et iluec le feras garder 	nel luogo il farai guardare 	959
941	tant que je i viegne; 	tanto ch’io vi vegna, 	960
942	et se l’en te demande 	e se l’uomo ti domanda 	961
943	qui t’i envoie, 	chi ve l’arà mandato, 	962
944|945	si diras « |cil 	e tu lor di quelli 	963
946	qui ot les ames blanches le jor 	ch’ebbe l’armi bianche il giorno 	964
947	que li chastials fu conquis. » 	che l castello fu conquiso». 	965
948	Et il li fiance 	»E elli il giura 	966
949	que tot ensi le fera il. 	ch’elli insi el farà. 	967
950	Lors prent Lancelos la lame par le plus gros chief, 	Allor prende Lancellotto la lama |per lo più grosso capo, 	968|969
951	si tire de grant force 	si tira per si gran forza 	970
952	qu’a pou qu’il ne se deront tos, 	che a poco che non si dirompe tutto, 	971
953|954	si que li sans li vole par mi le nes et par mi la boche |et li cors li sue d’anguoisse. 	e sì che l sangue gli dirompe per me' el naso e per me' la bocca e l corpo gli suda della angoscia, 	972
955	Mais por tote la destrece ne remaint 	ma per tutte le distrezze non rimane 	973
956	qu’il n’ait la tombe levee en haut à; 	che non abbia la tomba levata in alti. 	974
957	mes nule dolors 	Ma nullo dolore 	975
958	qu’il eust onques ne monte rien a cele dolor 	ch’elli avesse unque |mai non fu nulla inverso quello dolore 	976|977
959	qu’il ot, 		
960	quant il vit le cors Galehout tot ensi armé 	quand’e vide il corpo di Galeotto |tutto insì armato 	978|979
961	com il estoit; 	com’egli era. 	980
962	si trova s’espee delés lui 	eSi truova sua spada dallato a- llui 	981
963	qui molt estoit et bone et clere; 	che molto era buona e bella, 	982
964	et sans faille de l’espee meesmes 	e sanza fallo della spada medesima 	983
965	se fust il ocis, 	si sarebbe elli ucciso, 	984
966	se la damoisele ne li eust tolue erraument. 	se-lla damigella non gliel’avesse tolta, |perciò rimase. 	985|986
967	Lors fist Lancelos une biere fere de fust 	Allor fece Lancellotto fare una lettiera di legno 	987
968	et la fist covrir des plus riches pailes de laiens, 	e le facce coprire del più ricco palio di là entro. 	988
969	et quant il l’ot atornee al plus richement 	E quand’elli l’ebe aconcia al più riccamente 	989
970	qu’il pot, 	ch’elli poté, 	990
971	li chevaliers prisons li dist: « 	il cavaliere prigione gli disse: 	991
972	Sire, 	«Sire, 	992
973	fet il, 	diss’elli, 	993
974	se l’en movoit tot de nuis, 	se l’uomo movesse di notte, 	994
975	ce seroit sens. — 	ciò sarebe gran senno. — |Perché?, 	995|996
		disse Lancellotto. — 	997
976	Por quoi ? 	Per ciò, 	998
977	fet il. — 	diss’elli, 	999
978	Por ce que, se li chevalier de cest païs savoient 	che s’e cavalieri di questo paese sapessono 	1000
979	que l’en len deust porter, 	che l’uomo ne l dovesse portare, 	1001
980	il feroient gaitier les trespas 	elli farebono guardare intra’ passi, 	1002
981	si qu’il seroit arestés en alcun lieu ; 	sicché sarebbe arestato in alcuno luogo. 	1003
982	et por ce vos loeroie je qu’il meust orendroit, 	E perciò vo lodere' io |che vo' movereste oraindiritto, 	1004|1005
983	kar il seroit bien eslongiés, 	ché l’uomo sarebbe bene islungato. 	1006
984	ains qu’il fust jors, XX. lieues englesches. 	leghe inanzi che fosse giorno». 	1007
985	Et il s’i acorde bien; 	VEd e' vi s’acorda bene, 	1008
986	si met la litiere sor Il. palefrois amblans 	si mette la lettiera sopra due palafreni ambianti, 	1009
987	et enportent ensi Galehout fors de sa region; 	sinne portano Galeotto fuori della religione, 	1010
988	si en font li frere grant duel et molt en sont corocié et dolenta 	ma molto ne sono e frati di là entro dolenti e crucciati dell’uomo 	1011
989	de ce que l’en l’enporte. 	che ne l porta. 	1012
990	Et Lancelos le convoie grant piece de nuis, 	sE Lancellotto l’acompagna gran peza della notte 	1013
991	plorant et regretant sa proesce et sa valor 	piagnendo e facendo duolo |e rigratando sua prodeza e suo valore, 	1014|1015
992	et se ne fust la damoisele 	e se non fosse la damigella 	1016
993	qui avec lui estoit molt en eust plus fet 	che con esso lui era, |molto n’avesse più fatto 	1017|1018
994	qu’il ne fist, 	che non fece. |Ma e' se ne distornò 	1019|1020
995	mais ele l’en detorna, 	quand’e l’à gran peza insì acompagnato, |sì se ne tornò, 	1021|1022
996	et il deffendi al chevalier 	ma inanzi difende elli al cavaliere 	1023
997	que il nel feist en terre metre devant que il fust venus. 	che l’uomo nol facesse soppellire nella Gioisosla Guardia |inanzi ch’e' vi fosse venuto, 	1024|1025
998	Si se part atant li uns de l’autre 	si si parte atanto l’uno da l’altro. 	1026
999	et il retorne a l’abeie, 	Lancellotto ritorna alla badia, 	1027
1000	si se couche, 	si si coricò, 	1028
1001	c’onques la nuit ne volt mengier ne boivre por chose 	né unque la notte non volle mangiare né bere per cosa 	1029
1002	que l’en li deist, 	che l’uomo gli dicesse, 	1030
1003	ains plora et dolosa tot adés; 	anzi piagne e dolora tutto adesso, 	1031
1004	si li anuioit molt li jors 	si gli anoiava molto il giorno 	1032
1005	qui tant demoroit a venir. a 	che tanto penava a venire. 	1033
1006	Al matin, 	lsAl mattino, 	1034
1007	si tost com li jors aparut, 	si tosto come il giorno aparve, 	1035
1008	se leva et oi messe entre lui et la damoisele 	si leva Lancellotto |e udi messa intra lui e la damigella 	1036|1037
1009	et puis s’arma. 	e poscia s’armò. 	1038
1010	Lors » li dist ele les noveles de Boort 	Allor gli disse la damigella novelle di Boordo 	1039
1011	et ce qu’ele en avoit veu devant Honguefort, 	e ciò ch’ella n’avea veduto davanti Unguelforte, 	1040
1012	et il en fu molt liés. 	ed e' ne fu molto lieto. 	1041
1013	Et ele li dist: « 	Ed ella gli disse: 	1042
1014	Sire, 	«Sire, 	1043
		e' vo va cheggendo, 	1044
1015|1016	il vos vet querant ne jamés ne finera |tant qu’il vos avra trové. — 	né giamai non finirà infino a tanto che voi abbia trovato. 	1045
1017|1018	Damoisele, |fet il, 	—Hal, damigella, diss’elli, 	1046
1019	se vos le cuidiés trover ains de moi, 	se voi il credete trovare anzi di me, 	1047
1020	je vos voldroie proier 	i' vo vorrei pregare 	1048
1021	que vos feissiés tant por moi 	che voi faceste tanto, |per l’amor di me, 	1049|1050
1022	que vos li portissiés ceste espee 	che voi gli portaste questa spada 	1051
1023	qui fu mon seignor Galehout, 	che fu di monsignor Galeotto, 	1052
1024	et li dites 	e gli dite 	1053
1025	qu’il la DOrt de par moi, 	che-lla porti da parte di me, 	1054
1026	que molt est bone. » 	ché molto est buona». 	1055
1027	Et ele dist 	Ed ella dice 	1056
1028	qu’ele le trovera par tens 	ch’ella il troverrà per tempo 	1057
1029	et bien fera cest message; 	e bene farà questo mesaggio, 	1058
1030	si s’en part atant de lui 	si si parte atanto di lui. 	1059
1031	et il s’en vet droit vers le chastel de Floego, 	Ed e' se ne va tutto diritto |inverso el castello del Flego, 	1060|1061
1032	si i vint a hore de prime. 	si vi venne a ora di prima. 	1062
1033	Et il esgarde es pres defors la vile, 	Ed e' riguarda nel prato di fuori la villa, 	1063
1034	si voit molt grant gent entor le feu 	si vi vide molto grande gente intorno uno fuoco, 	1064
1035	ou l’en devoit ardoir la suer Meleagan», 	e quando elli apressima al fuoco, si à paura della damigella 	1065
1036	et quant il aperçoit le feu, 	che già era menata al fuoco per distrugere. 	1066
1037	si a poor de la damoisele. Lors broche le cheval 	i brocca il cavallo delli isproni 	1067
1038	et vint errant cele part 	e viene in quelle parti correndo 	1068
1039	tant com il puet del cheval traire. 	tanto come può del cavallo trarre, 	1069
1040	Et quant il est venus jusque la, 	e quand’egli è là venuto, 	1070
1041|1042	si esgarde |et voit la damoisele 	si vide la damigella 	1071
1043	qui ja estoit amenee al feu por destruire, 	che già era menata al fuoco |per liverarla a morte. 	1072|1073
1044	si estoit en pure sa chemise 	Si era in sua pura camicia 	1074
1045	et le tenoient. VI. pautonier, trois d’une part et trois d’autre; 	e la tenieno vi. paltonieri, |tre d’una parte e tre d’altra, 	1075|1076
1046	si n’atendoient a geter le el feu 	sì non atendieno a gittalla nel fuoco 	1077
1047	fors le commandement as juges, 	forse il comandamento del l giudice, 	1078
1048	et ele ploroit trop durement 	ooma ella faceva troppo doloroso pianto 	1079
1049	et regretoit Lancelot: « 	e rigrattava Lancellotto molto pietosamente, |si diceva sovente: 	1080|1081
1050|1051	Ha, gentilx chevaliers Lancelos, |kar pleust ore a nostre Salveor 	orHal, gentil cavaliere Lancellotto, che or piacesse ora a Nostro Salvatore 	1082
1052	que vos seuissiés ceste novele, 	che vo' sapeste questa dolorosa novella a mio huopo, |per convento 	1083|1084
1053	si fuissiés pres de ci a demie lieue! 	che vo' foste presso di qui a meza lega! 	1085
1054	Certes a l’aide de Dieu et de la vostre seroie 	osCerto, all’aiuto di Dio e al vostro sarei 	1086
1055	je encore anuit rescosse malgré tos mes enemis. 	io ancora stanotte riscossa a mal grado di tutti miei animici, 	1087
1056	Mais vos ne le savés pas a, 	ma vo' nol saprete mica, 	1088
1057	si me covendra ore morir por la vie 	si me ne converrà ora a morire vilmente 	1089
1058	que je vos sauvai emprés Dieu; 	per ciò ch’io voi salvai la vita apresso Iddio. |Hal, lassa, come qui à dolorose novelle a mio huopob. 	1090|1091
		¡Poscia dice: 	1092
1059	mais certes il ne m’en poise pas tant por moi 	«Certo, |e non me ne pesa tanto per me 	1093|1094
1060	com il fet por le coros 	come fa per lo trascruccio grande 	1095
1061	que vos en avrois, 	che voi arete di mia morte, 	1096
1062	quant vos le savrois. 	quando vo' saprete il martidio |che l’uomo m’arà per voi giudicata. 	1097|1098
1063	Mais ce me reconforte molt 	etMa ciò mi riconforta molto, bel dolze sire, 	1099
1064	que je sai bien 	ch’io so bene 	1100
1065	que les damoiseles gaaigneront tant en ma mort 	che lla mia morte fia guarento a tutti i giorni di tutte le damigelle del mondo. |esSi so bene 	1101|1102
		che lle damigelle guadagnano oggi 	1103
1066	que jamés nule ne vos requerra d’aide 	tanto che giamai non voi ne richiedrà niuna d’aiuto 	1104
1067|1068	que vos li faillois |tant com il vos remenbre de moi, 	che vo' le falliate tanto come vo soverrà di me, 	1105
1069	kar vostre cuers est si frans 	ché vostro cuore est sì franco 	1106
1070	qu’il ne puet estre sans trop grant merites rendre a totes celes 	che non può essere sanza troppo grande merito rendere a tutte quelle 	1107
1071	qui de par moi se reclaiment: 	che da parte di me si richiameranno. 	1108
1072	si m’est avis 	Si m’è aviso 	1109
		che, per lo profitto che nascerà di mia morte, 	1110
1073	qu’il m’est molt miels a m’ame de morir por loialté fere 	ch’egli è il meglio a mia anima |di morire 	1111|1112
		per lealtà fare 	1113
1074	et por geter de prison si vaillant home 	e per gittare di pregione |uno si valente huomo 	1114|1115
1075	comme vos 	come vo' siete 	1116
1076	que vos fuissiés mors par la desloialté de Meleagan 	che vo' foste morto per la dislealtà di Meleagant 	1117
1077	qui en prison vos avoit mis par traïson. » 	che n pregione voi avea messo per sua grande tradigione». 	1118
1078	Ensi disoit la damoisele molt tendrement plorant 	Insi dimentava la damigella molto teneramente piagnendo. 	1119
1079|1080	et lors vint Lancelos poignant cele part |ou il la vit: 	esAllor viene Lancellotto pugnendo in quelle parti ove la vide, 	1120
1081	si dist a cels 	si disse a quelli 	1121
1082	qui le tenoient: « 	che-lla tenieno: 	1122
1083	Laissiés la damoisele! — 	«Lasciate la damigella! 	1123
1084	Por quoi, 	oE perché, 	1124
1085	sire, 	sire?, 	1125
1086	fet J. chevaliers armés 	disse uno cavaliere 	1126
1087	qui avant saut, le lairons nos ? — 	che si mise immantanente avanti. |Perché la lascerebbono elli? - 	1127|1128
1088	Por ce, 	Per ciò, 	1129
1089	fet il, 	disse Lancellotto, 	1130
1090	que vos n’avés droit en li por fere mal. — 	che vo' non avete diritto in lei far morire. — 	1131
1091|1092	Si avons, |fet cil, 	Si abbiamo, sire, 	1132
1093	si grant 	disse quelli, |si grande come coloro 	1133|1134
1094	que nos l’avons atainte de murdre 	che-ll’ànno agiunta di tradigione 	1135
1095	dont je l’apelai, 	dond’io l’apellai, 	1136
1096	et ele s’en offri a deffendre, 	ed ella se n’oferea difendere, 	1137
1097	mais ele ne trova onques 	ma ella non trovò unque 	1138
1098	qui por li en prist escu 	chi per lei prendesse scudo, 	1139
1099	et ce n’est pas merveille, 	e ciò non è mica maraviglia, 	1140
1100	que chescuns set bien 	ché ciascuno sa bene 	1141
1101	quele en a desloialment ovré. — 	ch’ella à malvagiamente operato. — 	1142
1102	De quoi ? 	Di che?, 	1143
1103	fet Lancelos. — 	disse Lancellotto. — 	1144
1104	De ce, 	Di ciò, 	1145
1105	fet il, 	disse quelli, |ch’ella diliverò, 	1146|1147
1106	qu’ele delivra Lancelot 	si come noi sapiamo bene, |Lancellotto di Lac di pregione 	1148|1149
1107	por Meleagan ocirre, son frere. — 	per uccidere Meleagant suo fratello. — 	1150
1108	Se vos, 	Se vo', 	1151
1109	fet Lancelos, 	disse Lancellotto, 	1152
1110	osiés mostrer 	osate mostrare 	1153
1111	qu’ele eust fet traïson ne murdre, 	ch’ella abbia fatto tradigione o murtre, 	1154
1112	je seroie pres del deffendre. — 	io son presto di difendella. — 	1155
1113	Qui estes vos? 	Chi siete voi, 	1156
1114	fet cil. — 	sire?, 	1157
1115	Uns chevaliers sui, 	disse quelli. — Uno cavaliere sono io, 	1158
1116	fet Lancelos, 	disse Lancellotto, 	1159
1117	qui vieng ceste part 	che vegno in queste parti 	1160
1118	por ceste damoisele deffendre. — 	per questa damigella difendere. 	1161
1119	Par foi, 	—Per fé, 	1162
1120	fet cil, 	disse quelli, 	1163
1121	se je voloie, 	s’i' volessi, 	1164
1122	il ne m’en covendroit ja combatre, 	e' non mi converebbe già combattere, 	1165
1123|1124	kar des ier en est ! |ele atainte, 	ché nfino ieri ne fu ella agiunta, 	1166
1125	puis qu’ele ne pot trover 	poscia ch’ella no poté trovare 	1167
1126	qui la deffendist, 	chi-lla difendesse; 	1168
1127	mais je sent ma querele a si loial et si droituriere 	ma i' so si mia ragione leale e diritta 	1169
1128	qu’il n’a chevalier el monde 	che non à al mondo cavaliere 	1170
1129	vers cui je ne l’osaise bien prover au ? grant droit 	verso cui i' non l’osasse bene mostrare, |al gran diritto 	1171|1172
1130	que je i ai. — 	ch’io ò. — 	1173
1131	En non Dieu, 	nome di Dio, 	1174
1132	fet Lancelos, 	disse Lancellotto, 	1175
1133	or i parra, 	or parrà, 	1176
1134	que je sui pres 	ch’io son presto 	1177
1135	que je la desfende vers vos. — 	ch’io la difenda inverso voi. — 	1178
1136	Voire, 	Vere, 	1179
1137	fet cil, par mon chief, 	disse quelli, 	1180
1138	et vos en morrois comme traitres et desloials. » 	per mio capo voi ne morete come traditore e dislealeb. 	1181
1139	Lors traient la damoisele loins del feu 	oAllor trae el cavaliere immantanente lungi del fuoco, 	1182
1140	et li chevalier s’entreslongent li uns de l’autre, 	e i cavalier si traslungano l’uno da l’altro, 	1183
1141	si s’entrevienent si tost com li cheval pueent aler 	si si travengono si tosto come i cavalli possono andare, 	1184
1142	et s’entrefierent des glaives si durement 	e si trafegono delle lance 	1185
1143	qu’il les font voler en pieces; 	sicché le fanno volare in pezzi. 	1186
1144	puis s’entrehurtent si des cors et des visages 	WPoscia si trapercuotono di corpi e di visaggi, 	1187
1145	qu’il n’i a celui 	si che non v’à colui 	1188
1146	qui tos ne soit estordis et desconreez. 	che tutto non sia stordito e discassato. 	1189
1147	Mais li chevaliers par est si estonés 	Ma il cavaliere pare sì istordito 	1190
1148	qu’il ne se puet tenir en sele, 	che non si può tenere in sella, 	1191
1149	ains vole jus del cheval et al parchaoir feri li 	anzi vola giù del cavallo: 	1192
1150	quins del hialme en la terre, 	al cadere fedi il jeru† de l’elmo in terra, 	1193
1151|1152	si qu’a bien |pou qu’il n’a le col brisié. 	sicché a poco che non à il collo rotto. 	1194
1153	Et quant Lancelos a fet son tour, 	oE quando Lancellotto à fatto suo torno, 	1195
1154	si descent, 	si discende, 	1196
1155	kar honte li seroit de requerre a cheval celui 	ché onta gli sarebbe di richiedere colui a cavallo 	1197
1156|1157	qui est a pié; |si trait l’espee 	tanto come sia a piè discenduto, 	1198
1158	et cort sus a celui 	e corre suso a colui 	1199
1159	qui ja se relevoit, 	che si rilevava, 	1200
1160	si li done par mi le hialme 	sì gli dona tal colpo per me l’elmo 	1201
1161	tel cop qu’il le fet a terre flatir des paumes et des genols ; 	ch’elli el fa a terra cadere co-lle palme e co-lle ginocchia. 	1202
1162	puis recuevre I. autre cop 	ia ricovera uno altro colpo, 	1203
1163	et le fiert 	sicch’elli il fa percadere, 	1204
1164|1165	si qu’il le fet tot parchaoir |et le prent par le hialme, 	si l piglia immantanente a l’elmo, 	1205
1166	si le traine jusqu’al feu	si l traina infino qua al fuoco 	1206
1167	et le gete dedens. 	e 'l vi getta di dentro; 	1207
1168	Et cil estoit si estordis 	le quelli era stordito 	1208
1169	et tant avoit perdue la force del cors 	e tanto avea la forza perduta del corpo 	1209
1170	que relever ne se pot, 	che rilevare non si poté, 	1210
1171	si le covint remanoir el feu 	si l covenne rimanere nel fuoco 	1211
1172	et morir en tel maniere. 	e morire in tale maniera. 	1212
1173	Et lors vienent avant cil 	eAllor vengono avanti quelli 	1213
1174	qui le champ gardoient, 	che l campo guardavano, 	1214
1175	si dient a Lancelot 	si dicono a Lancellotto 	1215
1176	qu’il en a assés fet 	che n’à assai fatto, 	1216
1177	et li rendent la damoisele saine et haitiee, 	si gli rendono la damigella tutta sana ed atata. 	1217
1178	et il la fet vestir, 	sEd e' la fa vestire, 	1218
1179	puis li demande 	poscia la domanda 	1219
1180	qu’ele velt 	che ella vuole 	1220
1181	qu’il face mes. « 	ch’elli faccia da oggimai. 	1221
1182	Sire, 	«Hal, sire, 	1222
1183	fet ele, 	diss’ella, 	1223
1184	que vos me menés a salveté a mon chastel. » 	che voi mi meniate a salvamento in mio castello». 	1224
1185|1186	Et il dist |que volentiers: 	Ed e' le dice che volentieri, 	1225
1187	si le fet monter 	si-lla fa montare 	1226
1188	et le conduit jusqu’al chastel ou ele l’ot gardé maint jor. 	e la conduce insin qua il castello |ov’ella avea dimorato molte volte. 	1227|1228
1189	Li chastials avoit non Galefort 	Chel castello avea nome Galifore, 	1229
1190	et seoit sor une petite riviere, 	si era sopr’una piccola riviera 	1230
1191	si estoit molt aaisiés de totes choses 	e si era molto adagiato di tutte cose, 	1231
1192|1193	et fors a merveille, |Et quant Lancelos vint la, 	ed era forte a maraviglia. eE quando Lancellotto giunse là, 	1232
1194	il ne fet pas a demander 	e non fa mica sal domandare 	1233
1195	se l’en li fist joie, 	se l’uomo gli fece honore e gioia, 	1234
1196	kar cil del chastel savoient ja bien 	ché quelli del castello sapieno già bene 	1235
1197	que lor dame estoit delivree par I. chevalier 	come lor dama era dilivera per uno cavaliere 	1236
1198	qui o li venoit. 	che con lei ne veniva. 	1237
1199	Et quant il le virent, 	E quand’elli il vidono, 	1238
1200	si le reçurent a si grant joie 	si-llo ricevettono a si gran gioia 	1239
1201	com se ce fust Damedieu meismes 	come se ciò fosse Domenedio medesimo, 	1240
1202	et s’agenoillent tuit devant lui 	e s’aginocchiano tutti quanti a-llui per me là |ov’elli il vidono, 	1241|1242
1203	et crioient a une vois tuit ensamble : « 	e gridavano tutti a una boce e a uno grido: |¡s 	1243|1244
1204	Sire, 	«Sire, 	1245
1205	sor tos cels del monde soiés vos bien venus, 	sopra tutti quelli del mondo siate voi il trasbenvenuto, 	1246
1206	qui nostre grant duel avés torné en grant joie !» 	ché nostro gran duolo avete menato in nostra gran gioiab». 	1247
1207	A tel feste ont laiens Lancelot receu 	BoIn tale gioia e in tale festa |ânno Lancellotto là entro ritenuto, 	1248|1249
1208	et quant il ont la damoisele descendue devant son mestre palés, 	e quand’elli ebbe la damigella discenduta davanti suo mastro palagio, 	1250
1209	si s’en volt aler maintenant, 	si se ne vuole andare Lancellotto, 	1251
1210	kar il n’estoit mie encore plus de tierce. 	ché non era mica ancor più di terza. 	1252
1211	Mais ele le prist al frain 	BeMa ella il prese al freno 	1253
1212	et le fist descendre a fine force a 	e l fece discendere a fine forza, 	1254
1213	et dist: « 	e gli disse: 	1255
1214	Par Sainte Crois. 	Per santa croce, sire cavaliere, 	1256
1215	vos ne m’eschaperois mie ensi. » 	vo non mi scamperete mica insib. |l 	1257|1258
1216	Lors le commande a desarmer 	MAllor comanda |que di là entro 	1259|1260
		ch’elli il disarmassono, 	1261
1217|1218	et vaslet saillent avant |por fere son commandement a; 	e' valletti salgono avanti per fare suo comandamento. 	1262
1219	et tantost com il ot son hialme osté 	eE tantosto com’egli à suo elmo trat- to, 	1263
		il cognosce la damigella, 	1264
1220	et ele le conut, si li cort les bras tendus et le volt baisier en la boche, 	si gli corre le braccia tendute |e l volea basciare nella bocca, 	1265|1266
1221	quant il li guenchist, 	quand’e si storse 	1267
1222	et ele li baise la face et le col et le menton, 	ed ella il baciò nel collo e la faccia e l mento, 	1268
1223	puis que autre chose n’em puet avoir ; 	poscia che altra cosa none può avere. 	1269
1224	si plore de pitié 	Si piagne di piatà 	1270
1225	et li dist: « 	e gli disse: 	1271
1226|1227	Ha, |gentilx chevaliers, 	Hal, gentile cavaliere, 	1272
1228	tant vos avoie desirré a veoir 	tanto voi avea disiderato di vedere 	1273
1229	ains que je moreuisse! 	inanzi ch’io morisse! 	1274
1230	Mais comment l’avez vos puis fet?, 	Ma come l’avete voi poscia fatto |ch’io non vo vidi?». 	1275|1276
1231	Et il li dist : « 	Ed e' le disse: 	1277
1232|1233	Bien, |Dieu merci. — 	Bene, Dio mercé. — 	1278
1234	Et ceste part, 		
1235|1236	fet ele, |comment venistes vos, 	E n queste parti come veniste voi 	1279
1237	qui avant ier vos en partistes ? — 	ch’uguanno vo ne partiste? 	1280
1238|1239	Par foi, |fet il, 	-Per fé, diss’elli, 	1281
1240|1241	une grant acheison. |m’i amena. »	una gran cagione mi ci mena». 	1282
1242	Si li conte 	Si-lle conta 	1283
1243	comment. I. chevalier o unes armes vermeilles l’avoit apelé de traïson a la cort le roi Artu 	come uno cavaliere a une armi vermiglie |l’avea apellato di tradigione 	1284|1285
1244|1245	por la mort de Meleagan; |si l’en covient a deffendre en la cort le roi Baudemagu. « 	nella corte del re Artù per Melegant, sì me ne convien a andare a difendere nella corte del re Bando di Maguzo». — 	1286
1246|1247	Ha, |fet ele, 	eHal, diss’ella, 	1287
1248|1249	je sai bien |qui il est. 	io so bene chi egli è, 	1288
1250	C’est Argodras li Ros et li chevaliers 	ciò è Argondras il Rosso; |il cavaliere 	1289|1290
1251|1252	que vos avés hui ocis |et ars estoit ses freres; 	che voi avete morto e arso era suo fratello, 	1291
1253|1254	si ne sai |que vos puissiés fere, 	sì non so che voi ve ne possiate fare, 	1292
1255	kar se mes peres set 	ché se mio padre el re Bando sa veracemente 	1293
1256	que vos aiés ocis Meleagan, 	che voi abiate ucciso Meleagante, 	1294
