		ll colpo fu grande e per ira fedito e bene aparve 	922
761	si que li bras kai a tout lespee sor le pauement. 	che-lla spada colò per me' la spalla del cavaliere, |sicché la spalla con tutto il braccio 	923|924
762	Et cil trebuche a terre 	cadde di sopra lo smalto, |ed e' trabocca a terra, si spasima . 	925|926
763|764	qui se pasme de langoisse |quil sent. 	faceva facevano della angoscia che sente. 	927
765	Et lors sont moult esmaie li autre troi. 	Allora sono molto ismagati tutti gli altri tre, 	928
766	et font moult maluais 	si si fanno malvagio sembianti 	929
767	samblant daus desfendre pour le grant cop 	di difendere per lo gran colpo 	930
768	quil ont veu. 	ch’egli ànno veduto 	931
769	et pour lespee 	e per la spada 	932
770	que cascuns de euls a sentue iusques au sanc.	ch’egli ànno sentita insin qua alle carni. 	933
771	Et lancelot 	E Lancellotto, 	934
772	qui pas ne se recroit en fiert vn amont sor le heaume. 	ch’unque non si rimuove, |lor corre suso 	935|936
		e ne fiede l’uno a monte ne l’elmo sì gran colpo 	937
773	quil le fait flatir a terre dambes. ij. lez paumes. 	ch’elli il fa frattire a terra d’amendune le palme. 	938
774	Et quant li autre doi voient chou. 	ME quando gli altri due vidono ciò, 	939
775	si tornent en fuies. 	si tornarono inverso 	940
776	Et lancelot ataint le daarrain 	per fuggire a guarigione, |e Lancellotto viene agiugnendo il di dietro, 	941|942
777	si le fiert par entre se lescu et le col. 	si l fiede intra lo scudo e l braccio, 	943
778	Si quil li trenche le bras 	sicché gli trinca il pugno 	944
779	et li escus chiet a terre. 	e lo scudo cade a terra, 	945
780	Et cil torne en fuies 	e que' torna in fuga 	946
781	qui mahaignies se sent. 	che magagnato si sente. 	947
782	Et lancelot reuient a lautre 	E Lancellotto ritorna a l’altro 	948
783	qui ia se releuoit. 	che si rilevava, 	949
784	si li donne si grant cop 	si l fiede della spada si gran colpo 	950
785	que il li fait voler le heaume de la teste en le place. 	che gli fa l’elmo volare nella piaza; 	951
786	Et quant il sent son chief descouuert. 	e quando que' sente suo capo ignudo, 	952
787	si li crie merci 	sì grida mercé 	953
788	et dist 	e dice 	954
789	quil ne lochie mie 	che non l’uccida passo, 	955
790|791	quar il est prest de sa volente faire. |Lors te couuient 	ch’egli è presto di sua volontà fare. vOr ti conviene dunque giurare, 	956
792|793	dont fai lancelot afiancer |fait il 	disse Lancellotto, 	957
794	que tu le cors monseignor Galeholt conduiras a la ioieuse garde 	che tu il corpo di monsignosr Galeotto conducerai alla Dolorosa Guardia; 	958
795	Et y soies 	nel luogo il farai guardare 	959
796	tant que iou y uiengne. 	tanto ch’io vi vegna, 	960
797	Et se on te demande 	e se l’uomo ti domanda 	961
798|799	qui ti envoie. |Si di 	chi ve l’arà mandato, 	962
800	que cil ti envoie 	e tu lor di quelli 	963
801	qui ot lez blanches armes le iour 	ch’ebbe l’armi bianche il giorno 	964
802	que li castiaus fu conquis 	che l castello fu conquiso». 	965
803	Et cil li fiance 	»E elli il giura 	966
804	que ensi le fera il AN tel maniere 	ch’elli insi el farà. 	967
805|806	com vous oies conquist lancelot le cors Galeholt.|Et lors y quant il ot au cheualier fait fianchier a faire sa volente. 	Allor prende Lancellotto la lama 	968
807	si prent le lame par le gros chief. 	per lo più grosso capo, 	969
808	si le tire par si grant force. 	si tira per si gran forza 	970
809	que a poi quil ne sest tous derrompus. 	che a poco che non si dirompe tutto, 	971
810|811	Si que li sans vole parmi le nes. et parmi la bouche |Et li cors li tressue de langoisse 	e sì che l sangue gli dirompe per me' el naso e per me' la bocca e l corpo gli suda della angoscia, 	972
812	que il en a. 	ma per tutte le distrezze non rimane |che non abbia la tomba levata in alti. 	973|974
813	Mais nulle dolors 	Ma nullo dolore 	975
814	quil ait eue ne monte riens a celi 	ch’elli avesse unque |mai non fu nulla inverso quello dolore 	976|977
815|816	quil ot |quant il vit le cors Galeholt arme 	quand’e vide il corpo di Galeotto 	978
817	tout ensi com il estoit. 	tutto insì armato |com’egli era. 	979|980
818	Si troua lespee deles lui 	eSi truova sua spada dallato a- llui 	981
819	qui tant estoit bele et boine et sans faille de lespee 	che molto era buona e bella, |e sanza fallo della spada medesima 	982|983
820	se fust il ocis 	si sarebbe elli ucciso, 	984
821	se la damoisele ne li eust desfendu 	se-lla damigella non gliel’avesse tolta, 	985
822	quar elle li osta lespee de sez mains. 	perciò rimase. 	986
823	Lors fist lancelot vne biere de fust. 	Allor fece Lancellotto fare una lettiera di legno 	987
824	et le fist courir del plus riche paile de laiens 	e le facce coprire del più ricco palio di là entro. 	988
825	Et quant il lot atorne au plus richement quil pot. 	E quand’elli l’ebe aconcia al più riccamente |ch’elli poté, 	989|990
826|827	si li dist li cheualiers |qui le deuoit mener, 	il cavaliere prigione gli disse: 	991
828	Sire fait il. 	«Sire, 	992
829	che seroit boin. 	diss’elli, 	993
830	que nous mouissons de nuit. 	se l’uomo movesse di notte, 	994
831|832	pourcoi fait lancelot. |pour chou fait il 	ciò sarebe gran senno. — 	995
833	que se li cheualier de chest pais le sauoient 	Perché?, |disse Lancellotto. — 	996|997
834	que on len deust emporter. 	Per ciò, |diss’elli, 	998|999
		che s’e cavalieri di questo paese sapessono 	1000
		che l’uomo ne l dovesse portare, 	1001
835	il feroient gaitier lez trespas 	elli farebono guardare intra’ passi, 	1002
836	Si quil seroit arrestes en aucun lieu. 	sicché sarebbe arestato in alcuno luogo. 	1003
837	Et pour chou vous loeroie iou 	E perciò vo lodere' io 	1004
838	quil meust orendroit. 	che vo' movereste oraindiritto, 	1005
839	Car il seroit eslongies. X. lieues 	ché l’uomo sarebbe bene islungato. 	1006
840	ains quil fust iors. 	leghe inanzi che fosse giorno». 	1007
841	Et il si acorde bien. 	VEd e' vi s’acorda bene, 	1008
842	si fait mettre le litiere sor. ij. palefrois. 	si mette la lettiera sopra due palafreni ambianti, 	1009
843	Et emportent ensi Galeholt hors de la maison 	sinne portano Galeotto fuori della religione, 	1010
844	Si en ont li frere grant doel 	ma molto ne sono e frati di là entro dolenti e crucciati dell’uomo 	1011
845	de ce que on lemporte. 	che ne l porta. 	1012
846	Et lancelot le conuoie grant piece de la nuit plaignant 	sE Lancellotto l’acompagna gran peza della notte |piagnendo e facendo duolo 	1013|1014
847	et plorant sa valour. 	e rigratando sua prodeza e suo valore, 	1015
848	Et se ne fust la damoisele 	e se non fosse la damigella 	1016
849	qui auec lui estoit. 	che con esso lui era, 	1017
850	moult en eust plus fait. 	molto n’avesse più fatto |che non fece. 	1018|1019
851	mais cele len destorna. 	Ma e' se ne distornò |quand’e l’à gran peza insì acompagnato, 	1020|1021
852	Et il commanda au cheualier 	sì se ne tornò, |ma inanzi difende elli al cavaliere 	1022|1023
853	quil ne fust enterres deuant chou quil venist a lui. 	che l’uomo nol facesse soppellire nella Gioisosla Guardia |inanzi ch’e' vi fosse venuto, 	1024|1025
854	A tant sen part de lui lancelot 	si si parte atanto l’uno da l’altro. 	1026
855	et retorne a labbaye 	Lancellotto ritorna alla badia, 	1027
856	si se couche 	si si coricò, 	1028
857	Ne onques la nuit ne volt mangier ne boire pour chose 	né unque la notte non volle mangiare né bere per cosa 	1029
858	que on li deist. 	che l’uomo gli dicesse, 	1030
859	ains ploret dolosa tout ades. 	anzi piagne e dolora tutto adesso, 	1031
860	Si li anoia moult li iors 	si gli anoiava molto il giorno 	1032
861	qui tant demoroit : 	che tanto penava a venire. 	1033
862	Et au matin si tost com li iors apparut. 	lsAl mattino, |si tosto come il giorno aparve, 	1034|1035
863	se leua et oy messe entre lui et la damoisele. 	si leva Lancellotto |e udi messa intra lui e la damigella 	1036|1037
864	lors li dist elle lez noueles de bohort. 	e poscia s’armò. |Allor gli disse la damigella novelle di Boordo 	1038|1039
865	comment elle lauoit veu deuant hongrefort 	e ciò ch’ella n’avea veduto davanti Unguelforte, 	1040
866	et il en fu moult lies. 	ed e' ne fu molto lieto. 	1041
867	Et elle li dist. 	Ed ella gli disse: 	1042
868	Sire il vous ua querant. 	«Sire, |e' vo va cheggendo, 	1043|1044
869|870	ne iamais ne finera deuant |ce quil vous aura trouue. 	né giamai non finirà infino a tanto che voi abbia trovato. 	1045
871	Damoisele fait lancelot 	—Hal, damigella, diss’elli, 	1046
872	se vous le quidies auant trouuer de moi. 	se voi il credete trovare anzi di me, 	1047
873	iou vous voldroie proier 	i' vo vorrei pregare |che voi faceste tanto, 	1048|1049
874	que vous li portissies ceste espee 	per l’amor di me, |che voi gli portaste questa spada 	1050|1051
875	qui fu monseignor Galeholt, 	che fu di monsignor Galeotto, 	1052
876	Et li dites 	e gli dite 	1053
877	quil le port de par moi. 	che-lla porti da parte di me, 	1054
878|879	quar elle est moult bone |et moult bele. 	ché molto est buona». 	1055
880	elle dist 	Ed ella dice 	1056
881	que elle le trouuera bien par tamps 	ch’ella il troverrà per tempo 	1057
882	et bien fera ce dist cest message. 	e bene farà questo mesaggio, 	1058
883	Si sen part atant de lui. 	si si parte atanto di lui. 	1059
884	Et il sen vait uers le castel de florega. 	Ed e' se ne va tutto diritto |inverso el castello del Flego, 	1060|1061
885	Si y uin entor prime. 	si vi venne a ora di prima. 	1062
886	Et il regarde en mi lez pres dehors la vile 	Ed e' riguarda nel prato di fuori la villa, 	1063
887	Si vit moult grant gent entor vn fu. 	si vi vide molto grande gente intorno uno fuoco, 	1064
888	ou on deuoit ardoir le suer melyagant, 	e quando elli apressima al fuoco, si à paura della damigella |che già era menata al fuoco per distrugere. 	1065|1066
889	CNuant lancelot aperchut le fu 	i brocca il cavallo delli isproni |e viene in quelle parti correndo 	1067|1068
890	si ot moult grant paour de la damoisele 	tanto come può del cavallo trarre, 	1069
891	qui y ia estoit menee au fu pour destruire. 	e quand’egli è là venuto, 	1070
892	Si estoit en vne poure chemise 	si vide la damigella |che già era menata al fuoco 	1071|1072
		per liverarla a morte. 	1073
		Si era in sua pura camicia 	1074
893	et le tenoient. vi. pautonnier. iij. dune part. et. iij. dautre. 	e la tenieno vi. paltonieri, |tre d’una parte e tre d’altra, 	1075|1076
894	Si natendoient a geter 	sì non atendieno a gittalla nel fuoco 	1077
895	le el fu fors le commandement as iuges 	forse il comandamento del l giudice, 	1078
896	et elle ploroit moult tendrement 	ooma ella faceva troppo doloroso pianto 	1079
897	et regretoit lancelot 	e rigrattava Lancellotto molto pietosamente, 	1080
898	et disoit ha : 	si diceva sovente: 	1081
899|900	gentiex hom lancelot |quar pleust ore a dieu 	orHal, gentil cavaliere Lancellotto, che or piacesse ora a Nostro Salvatore 	1082
901	que vous seussies ceste nouele 	che vo' sapeste questa dolorosa novella a mio huopo, |per convento 	1083|1084
902	et puis vous fuissies chi a demie lieue. 	che vo' foste presso di qui a meza lega! 	1085
903	Certes a laide de dieu et de la uostre fuisse iou encore anuit rescousse malgre mes anemis 	osCerto, all’aiuto di Dio e al vostro sarei |io ancora stanotte riscossa a mal grado di tutti miei animici, 	1086|1087
904	si men conuendra ore a morir pour la vie 	ma vo' nol saprete mica, |si me ne converrà ora a morire vilmente 	1088|1089
905	que iou vous saluai apres dieu. 	per ciò ch’io voi salvai la vita apresso Iddio. 	1090
906	Mais il ne me poise mie 	Hal, lassa, come qui à dolorose novelle a mio huopob. |¡Poscia dice: 	1091|1092
907	tant pour moi 	«Certo, |e non me ne pesa tanto per me 	1093|1094
908	comme il fait pour le corous 	come fa per lo trascruccio grande 	1095
909	que vous en aures 	che voi arete di mia morte, 	1096
910	quant vous saures ma mort. 	quando vo' saprete il martidio |che l’uomo m’arà per voi giudicata. 	1097|1098
911	Mais ce me conforte moult 	etMa ciò mi riconforta molto, bel dolze sire, |ch’io so bene 	1099|1100
912	que les puceles gaaigneront en ma mort. 	che lla mia morte fia guarento a tutti i giorni di tutte le damigelle del mondo. |esSi so bene 	1101|1102
		che lle damigelle guadagnano oggi 	1103
913|914	quar iamais nulle ne vous requerra dayde |que vous ne li aidies 	tanto che giamai non voi ne richiedrà niuna d’aiuto 	1104
915	tant comme il vous sousuiegne de moi. 	che vo' le falliate tanto come vo soverrà di me, 	1105
916	Car vostre cuers est si grans 	ché vostro cuore est sì franco 	1106
917	quil ne puet estre sans grant merite rendre a toutes celes 	che non può essere sanza troppo grande merito rendere a tutte quelle 	1107
918	qui de par moi vous reclameront 	che da parte di me si richiameranno. 	1108
919	Si mest auis 	Si m’è aviso 	1109
920	que il mest moult miex a lame pour la loiaute faire 	che, per lo profitto che nascerà di mia morte, |ch’egli è il meglio a mia anima 	1110|1111
		di morire 	1112
		per lealtà fare 	1113
921	et pour geter de prison si uaillant homme 	e per gittare di pregione |uno si valente huomo 	1114|1115
922	comme vous estes. 	come vo' siete 	1116
923	que vous fuissies mors pour la desloiaute melyagant 	che vo' foste morto per la dislealtà di Meleagant 	1117
924	qui en prison vous auoit mis. 	che n pregione voi avea messo per sua grande tradigione». 	1118
925	ANsi disoit la damoisele moult tenrement plorant. 	Insi dimentava la damigella molto teneramente piagnendo. 	1119
926|927	Et lancelot vint durement poignant |la ou il le vit ester. 	esAllor viene Lancellotto pugnendo in quelle parti ove la vide, 	1120
928	Si dist a chiaus 	si disse a quelli 	1121
929	qui le tenoient. 	che-lla tenieno: 	1122
930	Laissies ester la damoisele laissies. 	«Lasciate la damigella! |oE perché, 	1123|1124
931	pourcoi fait vns cheualiers armes 	sire?, |disse uno cavaliere 	1125|1126
932	qui auant saut le lairoit on. 	che si mise immantanente avanti. |Perché la lascerebbono elli? - 	1127|1128
933	pour chou fait il 	Per ciò, |disse Lancellotto, 	1129|1130
934	que vous naues droit de li faire morir. 	che vo' non avete diritto in lei far morire. — 	1131
935	Si auons fait cil si grant 	Si abbiamo, sire, |disse quelli, 	1132|1133
936	que nous lauons atainte de murdre. 	si grande come coloro |che-ll’ànno agiunta di tradigione 	1134|1135
937	dont iou lapelai 	dond’io l’apellai, 	1136
938	et elle sen offri a desfendre. 	ed ella se n’oferea difendere, 	1137
939	mais elle ne trouua onques 	ma ella non trovò unque 	1138
940	qui zs escu en portast por li. 	chi per lei prendesse scudo, 	1139
941	Et chou nest mie de meruelle. 	e ciò non è mica maraviglia, 	1140
942	quar cascuns set bien 	ché ciascuno sa bene 	1141
943	que elle a desloiaument oure. 	ch’ella à malvagiamente operato. — 	1142
944	De coi fait lancelot. 	Di che?, |disse Lancellotto. — 	1143|1144
945	De chou fait cil 	Di ciò, 	1145
946	que elle deliura lancelot de prison. 	disse quelli, |ch’ella diliverò, 	1146|1147
947	por ocirre melyagant son frere. 	si come noi sapiamo bene, |Lancellotto di Lac di pregione 	1148|1149
948	Se vous fait lancelot voles moustrer 	per uccidere Meleagant suo fratello. — |Se vo', 	1150|1151
		disse Lancellotto, 	1152
949	que elle ait fait traison et murdre. 	osate mostrare |ch’ella abbia fatto tradigione o murtre, 	1153|1154
950	de che seroie iou tous pres de la desfendre 	io son presto di difendella. — 	1155
951	Qui estes vous fait cil. 	Chi siete voi, |sire?, 	1156|1157
952	Iou sui vns cheualiers fait lancelot 	disse quelli. — Uno cavaliere sono io, |disse Lancellotto, 	1158|1159
953|954	qui chi sui venus |por rescorre ceste damoisele. 	che vegno in queste parti 	1160
955	Desfendre fait cil. 	per questa damigella difendere. |—Per fé, 	1161|1162
956	par foy se iou voloie. 	disse quelli, |s’i' volessi, 	1163|1164
957	il ne men conuendroit pas desfendre. 	e' non mi converebbe già combattere, 	1165
958	Car des hier estoit elle atainte 	ché nfino ieri ne fu ella agiunta, 	1166
959	puis quele ne pot desfendeor trouuer 	poscia ch’ella no poté trovare 	1167
960	qui la desfendist. 	chi-lla difendesse; 	1168
961	Mais iou y senc ma droiture si loial. 	ma i' so si mia ragione leale e diritta 	1169
962	quil na cheualier el monde uers 	che non à al mondo cavaliere 	1170
963	qui iou ne losaisse bien moustrer au droit 	verso cui i' non l’osasse bene mostrare, |al gran diritto 	1171|1172
964	que iou y ai. 	ch’io ò. — 	1173
965	En non dieu fait lancelot. 	nome di Dio, |disse Lancellotto, 	1174|1175
966	Ore y para quar iou sui tous pres 	or parrà, |ch’io son presto 	1176|1177
967	que iou la desfende uers vous. 	ch’io la difenda inverso voi. — 	1178
968	voire fait cil. 	Vere, 	1179
969	Et par mon chief et vous y morres comme traitres et desloiaus. 	disse quelli, |per mio capo voi ne morete come traditore e dislealeb. 	1180|1181
970	Lors traient la damoisele loing del fu. 	oAllor trae el cavaliere immantanente lungi del fuoco, 	1182
971	et li cheualiers seslongent li vns de lautre. 	e i cavalier si traslungano l’uno da l’altro, 	1183
972|973	puis sentrelaissent corre li vns vers lautre. |quanque il porent des cheuax traire. 	si si travengono si tosto come i cavalli possono andare, 	1184
974	si sentrefierent si durement 	e si trafegono delle lance 	1185
975	que lor glaiues volent en pieces. 	sicché le fanno volare in pezzi. 	1186
976	puis sentrehurtent des cors et des uisages si durement 	WPoscia si trapercuotono di corpi e di visaggi, 	1187
977	quil ni ot celui 	si che non v’à colui 	1188
978	quil ne fust desconrees. 	che tutto non sia stordito e discassato. 	1189
979	Mais li cheualiers fu si estordis 	Ma il cavaliere pare sì istordito 	1190
980	quil ne se pot tenir es archons de sa sele 	che non si può tenere in sella, 	1191
981	Ains uole ius de son cheual, 	anzi vola giù del cavallo: 	1192
982	Et au fn el chair feri li coins de son heaume en terre. 	al cadere fedi il jeru† de l’elmo in terra, 	1193
983	si qua poi quil not le col brisie. 	sicché a poco che non à il collo rotto. 	1194
984	Et quant lancelot ot fait son tor 	oE quando Lancellotto à fatto suo torno, 	1195
985	si descent quar hontes li samble s de requerre a cheual celui 	si discende, |ché onta gli sarebbe di richiedere colui a cavallo 	1196|1197
986|987	qui estoit a pie. |Si trait lespee 	tanto come sia a piè discenduto, 	1198
988	et corut sus a celui 	e corre suso a colui 	1199
989	qui ia se releuoit. 	che si rilevava, 	1200
990	Si li donne parmi le heaume tel cop 	sì gli dona tal colpo per me l’elmo 	1201
991	quil le fait a la terre flatir des palmes et des genouls. 	ch’elli el fa a terra cadere co-lle palme e co-lle ginocchia. 	1202
992	puis recoeure. j. autre cop 	ia ricovera uno altro colpo, 	1203
993|994	si le fiert par tel air |si que il labat a terre tout estordi. 	sicch’elli il fa percadere, 	1204
995	puis le prent au heaume 	si l piglia immantanente a l’elmo, 	1205
996|997	si le traine uers le fu |et le gete dedens. 	si l traina infino qua al fuoco 	1206
998	et cil estoit si estordis. 	e 'l vi getta di dentro; |le quelli era stordito 	1207|1208
999	et si uoit perdu la force de son cors 	e tanto avea la forza perduta del corpo 	1209
1000	quil ne se pot releuer. 	che rilevare non si poté, 	1210
1001	si le conuint remanoir el fu 	si l covenne rimanere nel fuoco 	1211
1002	et morir en tel maniere. 	e morire in tale maniera. 	1212
1003	Lors vienent auant cil 	eAllor vengono avanti quelli 	1213
1004	qui le camp gardent 	che l campo guardavano, 	1214
1005	et dient a lancelot. 	si dicono a Lancellotto 	1215
1006	quil en a asses fait. 	che n’à assai fatto, 	1216
1007	si li rendent la damoisele saine et salue. 	si gli rendono la damigella tutta sana ed atata. 	1217
1008	Et il la fait uestir: 	sEd e' la fa vestire, 	1218
1009	puis li demande 	poscia la domanda 	1219
1010	que eler veult 	che ella vuole 	1220
1011	que il face plus. 	ch’elli faccia da oggimai. 	1221
1012	Sire 	«Hal, sire, 	1222
1013|1014	ce dist la damoisele |ie Voel 	diss’ella, 	1223
1015	que vous me metes a saluete en mon castel. 	che voi mi meniate a salvamento in mio castello». 	1224
1016	Et il dist 	Ed e' le dice che volentieri, 	1225
1017	que chou fera il moult volentiers. 	si-lla fa montare 	1226
1018	puis le conduit au castel 	e la conduce insin qua il castello 	1227
1019|1020	ou elle voloit aler. |et la ou elle lauoit autre sois garde maint ior. 	ov’ella avea dimorato molte volte. 	1228
1021	Et li castiaus auoit non Galafort 	Chel castello avea nome Galifore, 	1229
1022	et seoit sor vne petite riuiere. 	si era sopr’una piccola riviera 	1230
1023	et estoit moult bien assis de toutes choses. 	e si era molto adagiato di tutte cose, 	1231
1024|1025	Et estoit fors a merueilles. |Et quant lancelot vint 	ed era forte a maraviglia. eE quando Lancellotto giunse là, 	1232
1026	la il ne fait mie a demander 	e non fa mica sal domandare 	1233
1027	Se on li fist grant ioie 	se l’uomo gli fece honore e gioia, 	1234
1028	quar cil del castel sorent ia bien 	ché quelli del castello sapieno già bene 	1235
1029	comment lor dame estoit deliuree par. j. cheualier 	come lor dama era dilivera per uno cavaliere 	1236
1030	qui aueques li venoit. 	che con lei ne veniva. 	1237
1031	Et il firent a lui si grant ioie 	E quand’elli il vidono, |si-llo ricevettono a si gran gioia 	1238|1239
1032	comme se chou fust diex meismes. 	come se ciò fosse Domenedio medesimo, 	1240
1033	et sagenoillent par deuant luj par la ou il uenoit. 	e s’aginocchiano tutti quanti a-llui per me là |ov’elli il vidono, 	1241|1242
1034	et crioient 	e gridavano tutti a una boce e a uno grido: |¡s 	1243|1244
1035	Is iet al tuit a vne vois. Sire sour tous chiaus del monde soies vous li bien uenus 	«Sire, |sopra tutti quelli del mondo siate voi il trasbenvenuto, 	1245|1246
1036	qui nostre grant doel aues torne a ioie tel feste 	ché nostro gran duolo avete menato in nostra gran gioiab». |BoIn tale gioia e in tale festa 	1247|1248
1037	et a tel ioie ont laiens receu lancelot. 	ânno Lancellotto là entro ritenuto, 	1249
1038	Et quant il ot la dame PA descendu deuant son maistre palais 	e quand’elli ebbe la damigella discenduta davanti suo mastro palagio, 	1250
1039	si sen volt aler 	si se ne vuole andare Lancellotto, 	1251
1040	quar il nestoit mie plus de tierce. 	ché non era mica ancor più di terza. 	1252
1041	mais elle le prist au frain 	BeMa ella il prese al freno |e l fece discendere a fine forza, 	1253|1254
		e gli disse: 	1255
1042	et li dist par sainte crois sire cheualiers vous ne mescaperes mie ensi. 	Per santa croce, sire cavaliere, |vo non mi scamperete mica insib. 	1256|1257
		l 	1258
		MAllor comanda 	1259
1043	Si llele fist descendre et desarmer 	que di là entro |ch’elli il disarmassono, 	1260|1261
		e' valletti salgono avanti per fare suo comandamento. 	1262
1044	et tantost comme il fu desarmes le connut elle 	eE tantosto com’egli à suo elmo trat- to, |il cognosce la damigella, 	1263|1264
1045	et le corut acoler et baisier le volt elle 	si gli corre le braccia tendute |e l volea basciare nella bocca, 	1265|1266
1046	mais il guenchist. 	quand’e si storse 	1267
1047	Et elle li baise le col et la face et le menton 	ed ella il baciò nel collo e la faccia e l mento, 	1268
1048	et pleure de pitie. 	poscia che altra cosa none può avere. |Si piagne di piatà 	1269|1270
1049|1050	Et dist. |Ha : 	e gli disse: 	1271
1051	gentiex cheualiers. 	Hal, gentile cavaliere, 	1272
1052	tant vous auoie desire a ueoir 	tanto voi avea disiderato di vedere 	1273
1053	aincois que iou morusse. 	inanzi ch’io morisse! 	1274
1054	Mais comment laues vous puis fait 	Ma come l’avete voi poscia fatto 	1275
1055	et comment uenistes vous ceste part. 	ch’io non vo vidi?». 	1276
1056	Et il li dist. 	Ed e' le disse: 	1277
1057	bien dieu merci. 	Bene, Dio mercé. — 	1278
		E n queste parti come veniste voi 	1279
		ch’uguanno vo ne partiste? 	1280
1058	et vne ocoison mi amena. 	-Per fé, diss’elli, |una gran cagione mi ci mena». 	1281|1282
1059	Si dist 	Si-lle conta 	1283
1060	comment vns cheualiers a vnes armes uermeilles lauoit apele de traison en la cort le roy artu 	come uno cavaliere a une armi vermiglie |l’avea apellato di tradigione 	1284|1285
1061|1062	pour la mort melyagant. |si men conuient a desfendre en la cort le roy baudemagu. 	nella corte del re Artù per Melegant, sì me ne convien a andare a difendere nella corte del re Bando di Maguzo». — 	1286
1063	ha y fait elle iou sai bien 	eHal, diss’ella, |io so bene chi egli è, 	1287|1288
1064	qui il est Cest argondrass li rous. 	ciò è Argondras il Rosso; 	1289
1065	Et li cheualiers 	il cavaliere 	1290
1066|1067	que vous aues ochis |et ars estoit ses freres. 	che voi avete morto e arso era suo fratello, 	1291
1068|1069	si ne sai |que vous puissies faire. 	sì non so che voi ve ne possiate fare, 	1292
1070	Car se mes peres set vraiement 	ché se mio padre el re Bando sa veracemente 	1293
1071	que vous aues melyagant ocis. 	che voi abiate ucciso Meleagante, 	1294
1072|1073	Iou criem |quil ne vous face ocirre. 	io temo che non voi faccia uccidere per lo gran duolo 	1295
1074	pour le grant doel 	ch’elli n’arà di suo figliuolo, |ché troppo l’amava. 	1296|1297
1075	quil en aura. 	—Come, 	1298
1076	Comment fait lancelot ne le set il mie encore. 	disse Lancellotto, |nol sa elli mica ancora? — 	1299|1300
1077	Si mait diex fait elle nenil. 	Se m’aiuti Iddio, |diss’ella, non. 	1301|1302
1078	Si est melygant amenez er cest pais. XV. iors a passes. 	Si è elli recato in questo paese più di Xv. giorni fa 	1303
1079	si gist el castel des. iiij. pierres. 	ed è il corpo con tutto il capo nel castello di Quatro Pieri, 	1304
1080	Et le gardent illueques si celeement 	e l guardano nel luogo si celatamente 	1305
1081	que li roys nen set encore noient. 	che il re non ne sa ancora nulla; 	1306
1082	Si vous en conuendra esploitier au plus tost que vous porres. 	si vo ne converà portare al più saggiamente |che vo' potrete. 	1307|1308
1083	Mais a quant est li iors. 	Ma quando est il giorno 	1309
1084	que vous en baes a desfendre. 	che vo' ve ne dovete difendere?». 	1310
1085|1086	Et il dist |que chou est le ior de la magdalaine. 	Ed e' dice el di della Madalena. e. 	1311
1087	Or vous en consaut diex fait elle. 	Or vo ne consigli lddio, |diss’ella, 	1312|1313
1088	quar iou ai grant doute 	ch’i' ò gran dotta 	1314
1089	que argondras ne vous face anui ou traison 	che Argondras non vo faccia invidia o tradigione. — 	1315
1090	De chou fait il naies ia garde 	Di ciò, 	1316
1091	mais tout son pooir en face 	diss’elli, 	1317
1092	quar iou nen aurai ia paour . 	non abbiate già guardia: |tutto suo podere ne faccia, ch’io non arò già paurab. 	1318|1319
1093	lele nuit fu lancelot moult a aise 	Assai parlarono quella notte di molte cose |intra Lancellotto e la damigella, 	1320|1321
1094	et moult firent cil del chastel ioie de lui et de lor dame. 	e molto feciono lquelli del castello! |grande gioia di lor dama 	1322|1323
1095	que il quidoient auoir perdue. 	ch’elli credieno aver perduta a tutto giorno mai, |e or l’ânno con esso loro sana e adatata. 	1324|1325
1096	Et au matin si tost com li iors apparut 	eAl mattino, |si tosto come il giorno apari chiaro, 	1326|1327
1097	se leua lancelot et sarma 	si levò Lancellotto 	1328
1098	et prist congie a la damoisele. 	e si parti dalla damigella |quand'e' fu armato, 	1329|1330
1099	et elle le commande a dilelu 	ed ella il comandò molto a dDio 	1331
1100	et li pria 	e l priega molto dolcemente 	1332
1101	quil reuenist par li au repairier. 	che ritornasse per lo luogo a riparare. 	1333
1102	Et il li dist 	Ed e' dice 	1334
1103|1104	que si feroit il |se il pooit. 	che sì farà elli s’elli potrà, 	1335
1105|1106	si se met en son chemin |et esra toute iour iusques au soir. 	si si rimette in suo camino e va tutto giorno insin qua a vespero. 	1336
1107	Et lors aproche dune riuiere 	Allora apressima d’una riviera 	1337
1108	que on apeloit agloride. 	che l’uom chiamava Aglonda, 	1338
1109|1110	si en estoit laigue moult parfonde. |et moult noire, 	si era l’acqua molta perfonda e molto nera. 	1339
1111	Quant lancelos vint pres de laiglule 	E quand’e venne a l’acqua, 	1340
1112	si y uit. iij. paueillons tendus. 	si vide tre padiglioni tenduti presso della riviera, 	1341
1113	dont li vns estoit blans. 	si n’era l’uno molto grande e molto bello, 	1342
1114	et li autre doi moien estoient de autre color. 	e gli altri due minori. 	1343
1115	Et lors issi del pauellon vns cheualiers tous armes. 	eAllora usci del padiglione uno cavaliere tutto disarmato 	1344
1116|1117	qui li a dit |que bien soit il uenus 	che gli disse bene sia elli venuto, 	1345
1118	Et il li rent son salu. 	ed e' gli rende immantanente suo saluto. |aHal, sire, 	1346|1347
1119	Biau sire ce dist li cheualiers del paueillon vous me sambles vns cheualiers errans. 	disse il cavaliere del padiglione a Lancellotto, |vo mi sembiate cavaliere errante, 	1348|1349
